Transaction_ID,Customer_ID,Amount,Hour,Location,Device,Merchant,Is_International,Transactions_Last_1H,Fraud
TXN022958,CUST0238,2623,8,Chennai,MacBook,Electronics,No,4,0
TXN022959,CUST0068,4659,8,Lucknow,MacBook,Crypto,No,4,0
TXN022960,CUST0763,100,23,Jaipur,MacBook,Gaming,No,1,0
TXN022961,CUST0800,2006,20,Lucknow,Android,Gaming,No,3,0
TXN022962,CUST0345,1482,1,Pune,Android,Travel,No,3,0
TXN022963,CUST0108,2920,20,Pune,MacBook,Grocery,No,3,0
TXN022964,CUST0880,1441,18,Jaipur,iPhone,,No,4,0
TXN022965,CUST0654,5066,1,Kolkata,MacBook,Electronics,No,1,0
TXN022966,CUST0004,3456,3,Jaipur,MacBook,Electronics,No,2,0
TXN022967,CUST0517,2673,12,Bengaluru,iPhone,Gaming,No,3,0
TXN022968,CUST0982,453,1,Lucknow,MacBook,Electronics,No,2,0
TXN022969,CUST0800,1903,5,Lucknow,Android,,No,2,0
TXN022970,CUST0973,773,14,Hyderabad,Windows,Grocery,No,1,0
TXN022971,CUST0381,2044,10,Hyderabad,Android,Gaming,No,2,0
TXN022972,CUST0707,825,15,Lucknow,MacBook,Fuel,No,2,0
TXN022973,CUST0380,7509,6,Ahmedabad,MacBook,Crypto,No,4,0
TXN022974,CUST0053,6288,4,Hyderabad,Windows,Travel,No,4,0
TXN022975,CUST0648,7201,8,Chennai,MacBook,,No,1,0
TXN022976,CUST0049,537,22,Chennai,iPhone,Shopping,No,3,0
TXN022977,CUST0756,327,9,Bengaluru,Windows,Gaming,No,3,0
TXN022978,CUST0196,6330,20,Pune,Windows,Shopping,No,2,0
TXN022979,CUST0919,4425,4,Hyderabad,Android,,No,4,0
TXN022980,CUST0536,1456,2,Ahmedabad,Android,Gaming,No,3,0
TXN022981,CUST0879,1190,21,Lucknow,,Crypto,No,2,0
TXN022982,CUST0916,3788,8,Jaipur,iPhone,Crypto,No,4,0
TXN022983,CUST0436,2804,4,Delhi,iPhone,Crypto,No,2,0
TXN022984,CUST0145,5955,16,Bengaluru,Android,Gaming,No,4,0
TXN022985,CUST0672,2149,6,Delhi,MacBook,Restaurant,No,1,0
TXN022986,CUST0495,1182,12,Bengaluru,Windows,Travel,No,3,0
TXN022987,CUST0134,4267,1,Lucknow,iPhone,Crypto,No,1,0
TXN022988,CUST0955,11822,22,Hyderabad,Windows,Travel,No,3,0
TXN022989,CUST0496,2842,3,Pune,MacBook,Fuel,No,1,0
TXN022990,CUST0046,10850,3,Chennai,Windows,Shopping,No,2,0
TXN022991,CUST0088,2444,18,Hyderabad,iPhone,Crypto,No,1,0
TXN022992,CUST0537,6130,18,Hyderabad,iPhone,Shopping,No,1,0
TXN022993,CUST0551,1339,2,Kolkata,Android,Travel,No,4,0
TXN022994,CUST0653,1820,16,Pune,MacBook,Travel,No,2,0
TXN022995,CUST0384,1531,10,Kolkata,Windows,Travel,No,2,0
TXN022996,CUST0614,540,0,Lucknow,iPhone,Crypto,No,1,0
TXN022997,CUST0238,4819,20,Chennai,MacBook,Fuel,No,3,0
TXN022998,CUST0234,7281,19,Delhi,Android,Restaurant,No,5,0
TXN022999,CUST0373,866,9,Hyderabad,Android,Electronics,No,2,0
TXN023000,CUST0006,10279,9,Hyderabad,Windows,Gaming,No,5,0
TXN023001,CUST0746,6061,9,Delhi,iPhone,Crypto,No,3,0
TXN023002,CUST0294,2459,3,Jaipur,Android,Travel,No,4,0
TXN023003,CUST0649,986,2,Bengaluru,MacBook,Crypto,No,4,0
TXN023004,CUST0578,2701,4,Mumbai,iPhone,Travel,No,5,0
TXN023005,CUST0729,9212,5,Pune,Windows,Travel,No,2,0
TXN023006,CUST0035,100,19,Delhi,iPhone,Restaurant,No,5,0
TXN023007,CUST0367,12412,19,Jaipur,Android,Travel,No,2,0
TXN023008,CUST0850,2065,5,Bengaluru,MacBook,Travel,No,2,0
TXN023009,CUST0026,1391,7,Delhi,Android,Crypto,No,5,0
TXN023010,CUST0954,760,17,Bengaluru,iPhone,Grocery,No,1,0
TXN023011,CUST0972,16690,15,Chennai,iPhone,Shopping,No,3,0
TXN023012,CUST0623,8698,23,Lucknow,iPhone,Fuel,No,1,0
TXN023013,CUST0400,1925,0,Lucknow,Windows,Crypto,No,4,0
TXN023014,CUST0776,5296,14,Ahmedabad,Android,Electronics,No,1,0
TXN023015,CUST0023,304,5,Pune,,Restaurant,No,2,0
TXN023016,CUST0934,1036,4,Lucknow,MacBook,Shopping,No,2,0
TXN023017,CUST0168,3093,8,Bengaluru,Android,Shopping,No,5,0
TXN023018,CUST0468,4484,13,London,MacBook,Electronics,Yes,3,0
TXN023019,CUST0983,1783,2,Chennai,Android,Restaurant,No,3,0
TXN023020,CUST0770,277,22,Kolkata,Android,,No,2,0
TXN023021,CUST0451,1067,9,Ahmedabad,iPhone,Restaurant,No,3,0
TXN023022,CUST0489,100,15,Mumbai,MacBook,Fuel,No,2,0
TXN023023,CUST0114,14117,1,Bengaluru,Android,Gaming,No,4,0
TXN023024,CUST0432,5403,11,Lucknow,Windows,Travel,No,3,0
TXN023025,CUST0062,1716,5,Delhi,Android,Fuel,No,5,0
TXN023026,CUST0105,6206,1,Kolkata,iPhone,Gaming,No,5,1
TXN023027,CUST0527,240,9,Bengaluru,Windows,Gaming,No,2,0
TXN023028,CUST0281,1630,0,Pune,MacBook,Crypto,No,4,0
TXN023029,CUST0424,355,13,Mumbai,MacBook,Travel,No,4,0
TXN023030,CUST0241,331,10,Ahmedabad,Android,Restaurant,No,1,0
TXN023031,CUST0761,2842,12,Mumbai,Windows,Grocery,No,5,0
TXN023032,CUST0884,783,15,Hyderabad,Windows,Fuel,No,3,0
TXN023033,CUST0976,372,5,Jaipur,Windows,Crypto,No,3,1
TXN023034,CUST0384,1018,2,Kolkata,Android,Crypto,No,5,1
TXN023035,CUST0240,1248,22,Ahmedabad,MacBook,Gaming,No,5,0
TXN023036,CUST0570,593,3,Hyderabad,Windows,Electronics,No,2,0
TXN023037,CUST0829,6887,2,Mumbai,Windows,Crypto,No,1,0
TXN023038,CUST0782,2611,6,Delhi,Android,Crypto,No,4,0
TXN023039,CUST0417,1403,11,Chennai,iPhone,Crypto,No,1,0
TXN023040,CUST0032,1679,10,Hyderabad,Unknown,Restaurant,No,4,0
TXN023041,CUST0265,10490,7,Mumbai,MacBook,Gaming,No,5,0
TXN023042,CUST0704,1605,6,Bengaluru,Android,Fuel,No,2,0
TXN023043,CUST0806,17672,11,Jaipur,Windows,Grocery,No,3,0
TXN023044,CUST0009,713,19,Ahmedabad,Windows,Fuel,No,5,0
TXN023045,CUST0992,25731,14,Jaipur,iPhone,Shopping,No,2,0
TXN023046,CUST0051,1794,8,Hyderabad,Android,Restaurant,No,5,0
TXN023047,CUST0252,4751,11,Bengaluru,iPhone,Gaming,No,2,0
TXN023048,CUST0610,8659,8,Bengaluru,,Grocery,No,5,0
TXN023049,CUST0219,3531,10,Mumbai,Android,Fuel,No,4,0
TXN023050,CUST0728,1643,22,Hyderabad,Android,Gaming,No,1,0
TXN023051,CUST0961,2124,17,Delhi,iPhone,Restaurant,No,4,0
TXN023052,CUST0374,325,6,Mumbai,iPhone,Gaming,No,2,0
TXN023053,CUST0417,3243,13,Chennai,iPhone,Crypto,No,5,0
TXN023054,CUST0436,4742,23,Ahmedabad,iPhone,Fuel,No,1,0
TXN023055,CUST0219,2402,7,Mumbai,Android,Shopping,No,4,0
TXN023056,CUST0548,1257,2,Jaipur,Windows,Gaming,No,5,0
TXN023057,CUST0004,4011,22,Jaipur,MacBook,Electronics,No,3,0
TXN023058,CUST0447,4251,23,Jaipur,Android,Restaurant,No,4,0
TXN023059,CUST0251,2907,11,Mumbai,iPhone,Fuel,No,5,0
TXN023060,CUST0314,2313,0,Ahmedabad,iPhone,Gaming,No,3,0
TXN023061,CUST0791,10852,19,Delhi,Windows,Gaming,No,1,0
TXN023062,CUST0619,3116,17,Bengaluru,MacBook,Crypto,No,2,0
TXN023063,CUST0144,320,13,Mumbai,iPhone,Crypto,No,4,0
TXN023064,CUST0182,4204,17,Hyderabad,MacBook,Grocery,No,3,0
TXN023065,CUST0394,35582,1,Mumbai,Android,Crypto,No,2,0
TXN023066,CUST0724,545,19,Delhi,iPhone,Fuel,No,2,0
TXN023067,CUST0969,586,11,Lucknow,Android,Gaming,No,5,0
TXN023068,CUST0677,847,13,Kolkata,iPhone,Grocery,No,3,0
TXN023069,CUST0751,785,11,Jaipur,Android,Crypto,No,5,0
TXN023070,CUST0016,1037,7,Lucknow,iPhone,Electronics,No,5,0
TXN023071,CUST0868,13607,0,Bengaluru,Windows,Electronics,No,4,0
TXN023072,CUST0494,449,12,Hyderabad,Unknown,Travel,No,5,0
TXN023073,CUST0096,4491,10,Jaipur,MacBook,Shopping,No,1,0
TXN023074,CUST0547,835,21,Delhi,Windows,Shopping,No,2,0
TXN023075,CUST0642,100,11,Kolkata,iPhone,Grocery,No,3,0
TXN023076,CUST0423,2101,18,Hyderabad,Unknown,Gaming,No,2,0
TXN023077,CUST0634,1317,15,Bengaluru,MacBook,,No,2,0
TXN023078,CUST0296,6088,8,Lucknow,Windows,Shopping,No,1,0
TXN023079,CUST0402,1583,11,Kolkata,Windows,Restaurant,No,1,0
TXN023080,CUST0500,1960,21,Bengaluru,Windows,Gaming,No,3,0
TXN023081,CUST0022,1023,6,Jaipur,Windows,Crypto,No,2,0
TXN023082,CUST0650,5079,16,Delhi,MacBook,Gaming,No,1,0
TXN023083,CUST0461,377,17,Jaipur,MacBook,Shopping,No,2,0
TXN023084,CUST0546,1929,21,Bengaluru,MacBook,Travel,No,4,0
TXN023085,CUST0118,2740,2,Lucknow,Android,Restaurant,No,3,0
TXN023086,CUST0616,13661,2,Mumbai,Windows,Travel,No,3,0
TXN023087,CUST0865,5416,5,Delhi,Windows,Grocery,No,1,0
TXN023088,CUST0174,1430,2,London,Windows,Crypto,Yes,4,0
TXN023089,CUST0366,25847,1,Pune,iPhone,Shopping,No,5,0
TXN023090,CUST0058,1396,7,Ahmedabad,Android,Gaming,No,2,0
TXN023091,CUST0776,1980,17,Ahmedabad,Android,Gaming,No,5,0
TXN023092,CUST0706,12839,4,Delhi,Android,Restaurant,No,1,0
TXN023093,CUST0630,16628,15,Ahmedabad,MacBook,Restaurant,No,5,0
TXN023094,CUST0291,1068,2,Jaipur,iPhone,Restaurant,No,2,0
TXN023095,CUST0549,100,21,Mumbai,iPhone,Travel,No,4,0
TXN023096,CUST0211,5116,5,Lucknow,iPhone,Shopping,No,4,0
TXN023097,CUST0179,1564,12,Pune,iPhone,Travel,No,3,0
TXN023098,CUST0831,3240,8,Lucknow,Unknown,Electronics,No,5,0
TXN023099,CUST0846,19023,20,Dubai,MacBook,Restaurant,Yes,1,0
TXN023100,CUST0273,886,20,Kolkata,iPhone,Electronics,No,5,0
TXN023101,CUST0490,2029,10,Hyderabad,iPhone,Fuel,No,1,0
TXN023102,CUST0179,641,10,Mumbai,iPhone,Restaurant,No,1,0
TXN023103,CUST0268,5648,18,Pune,MacBook,Travel,No,4,0
TXN023104,CUST0317,33894,20,Hyderabad,Android,Grocery,No,4,0
TXN023105,CUST0785,1299,21,Delhi,iPhone,Restaurant,No,2,0
TXN023106,CUST0766,10829,10,Pune,Windows,Restaurant,No,4,0
TXN023107,CUST0172,12840,0,Hyderabad,MacBook,Fuel,No,5,0
TXN023108,CUST0965,340,12,Delhi,MacBook,Fuel,No,2,0
TXN023109,CUST0213,778,17,Bengaluru,Android,Fuel,No,3,0
TXN023110,CUST0029,2119,4,Mumbai,MacBook,Grocery,No,3,0
TXN023111,CUST0628,26126,12,Delhi,,Fuel,No,3,0
TXN023112,CUST0603,5584,21,Lucknow,,Electronics,No,2,0
TXN023113,CUST0562,1073,11,Bengaluru,iPhone,Grocery,No,4,0
TXN023114,CUST0983,781,3,Chennai,Android,Gaming,No,2,0
TXN023115,CUST0907,1151,7,Lucknow,Android,Grocery,No,4,0
TXN023116,CUST0497,6235,0,Singapore,MacBook,Travel,Yes,3,1
TXN023117,CUST0722,1417,5,Chennai,Android,Electronics,No,4,0
TXN023118,CUST0450,15859,12,Ahmedabad,iPhone,Travel,No,5,0
TXN023119,CUST0363,1799,10,Chennai,MacBook,Fuel,No,1,0
TXN023120,CUST0204,4676,1,Kolkata,iPhone,Electronics,No,3,0
TXN023121,CUST0064,1594,14,Jaipur,MacBook,Crypto,No,5,0
TXN023122,CUST0587,3825,4,Kolkata,Windows,Grocery,No,1,0
TXN023123,CUST0643,1964,10,Mumbai,Android,Crypto,No,1,0
TXN023124,CUST0259,100,20,Mumbai,,Electronics,No,3,0
TXN023125,CUST0615,1089,22,Lucknow,Android,Gaming,No,5,0
TXN023126,CUST0157,2000,19,Bengaluru,Windows,,No,3,0
TXN023127,CUST0623,20426,17,Lucknow,iPhone,Shopping,No,4,0
TXN023128,CUST0713,772,14,Ahmedabad,MacBook,Shopping,No,1,0
TXN023129,CUST0408,997,3,Hyderabad,MacBook,Travel,No,2,1
TXN023130,CUST0439,421,13,Jaipur,Windows,Restaurant,No,5,0
TXN023131,CUST0932,1593,18,Hyderabad,Windows,Grocery,No,2,0
TXN023132,CUST0775,1766,6,Delhi,MacBook,Shopping,No,2,0
TXN023133,CUST0763,100,4,Jaipur,MacBook,Electronics,No,4,0
TXN023134,CUST0093,7607,20,Bengaluru,,Gaming,No,5,0
TXN023135,CUST0681,3698,11,Kolkata,Windows,Shopping,No,3,0
TXN023136,CUST0108,3499,15,Pune,MacBook,Travel,No,3,0
TXN023137,CUST0302,507,10,Pune,Windows,Restaurant,No,1,0
TXN023138,CUST0869,100,10,Lucknow,Windows,Gaming,No,3,0
TXN023139,CUST0037,2698,3,Bengaluru,MacBook,Fuel,No,3,0
TXN023140,CUST0911,762,18,Lucknow,MacBook,Shopping,No,1,0
TXN023141,CUST0999,31348,11,Chennai,iPhone,Grocery,No,3,0
TXN023142,CUST0272,4851,4,Mumbai,Android,Restaurant,No,3,0
TXN023143,CUST0992,3187,20,Jaipur,iPhone,Restaurant,No,4,0
TXN023144,CUST0937,2244,2,Kolkata,MacBook,Gaming,No,2,0
TXN023145,CUST0643,2558,20,Mumbai,Android,Grocery,No,3,0
TXN023146,CUST0711,940,2,Kolkata,,Fuel,No,4,0
TXN023147,CUST0369,3738,22,Pune,Android,Crypto,No,1,0
TXN023148,CUST0382,1388,0,Pune,iPhone,Travel,No,1,0
TXN023149,CUST0437,1845,0,Ahmedabad,,Travel,No,2,0
TXN023150,CUST0645,6915,4,Kolkata,Android,Crypto,No,2,0
TXN023151,CUST0514,313,19,Hyderabad,iPhone,Grocery,No,4,0
TXN023152,CUST0845,288,20,Delhi,iPhone,Travel,No,4,0
TXN023153,CUST0981,5589,12,Pune,MacBook,Fuel,No,4,0
TXN023154,CUST0049,702,20,Dubai,iPhone,Shopping,Yes,5,0
TXN023155,CUST0952,1930,2,Pune,iPhone,Travel,No,4,0
TXN023156,CUST0518,2013,3,Hyderabad,MacBook,Electronics,No,4,0
TXN023157,CUST0973,756,5,Hyderabad,Windows,Restaurant,No,4,0
TXN023158,CUST0630,12696,13,Ahmedabad,MacBook,Gaming,No,5,0
TXN023159,CUST0853,5945,1,Hyderabad,Windows,Restaurant,No,5,0
TXN023160,CUST0805,3722,5,Chennai,Android,Shopping,No,5,0
TXN023161,CUST0235,2354,18,Chennai,Windows,Travel,No,5,0
TXN023162,CUST0005,2808,5,Delhi,iPhone,Electronics,No,5,0
TXN023163,CUST0330,4700,3,Pune,Android,Shopping,No,3,0
TXN023164,CUST0644,4131,11,Lucknow,Windows,Shopping,No,2,0
TXN023165,CUST0024,17927,1,Chennai,Android,Fuel,No,5,0
TXN023166,CUST0041,5945,13,Chennai,iPhone,Shopping,No,2,0
TXN023167,CUST0471,3101,0,Lucknow,iPhone,Travel,No,1,0
TXN023168,CUST0175,710,17,Chennai,Android,Shopping,No,4,0
TXN023169,CUST0565,13578,5,Delhi,iPhone,Fuel,No,5,0
TXN023170,CUST0271,2036,20,Hyderabad,iPhone,Crypto,No,3,0
TXN023171,CUST0821,17181,16,Ahmedabad,Android,Restaurant,No,4,0
TXN023172,CUST0575,1131,3,London,MacBook,Crypto,Yes,4,0
TXN023173,CUST0350,758,19,Lucknow,Windows,Travel,No,5,0
TXN023174,CUST0783,275,4,Jaipur,Android,Fuel,No,3,0
TXN023175,CUST0547,708,7,Mumbai,Windows,Restaurant,No,5,0
TXN023176,CUST0691,12409,11,Jaipur,Windows,Electronics,No,5,0
TXN023177,CUST0406,5037,8,Hyderabad,iPhone,Gaming,No,2,0
TXN023178,CUST0574,671,9,Lucknow,MacBook,Gaming,No,1,0
TXN023179,CUST0954,725,12,Bengaluru,iPhone,Electronics,No,4,0
TXN023180,CUST0303,19803,15,Lucknow,Unknown,Travel,No,5,0
TXN023181,CUST0609,10996,7,Kolkata,Android,Restaurant,No,2,0
TXN023182,CUST0290,5085,22,Mumbai,Android,Shopping,No,1,0
TXN023183,CUST0279,485,2,Delhi,iPhone,Crypto,No,2,0
TXN023184,CUST0708,378,12,Delhi,iPhone,Fuel,No,2,0
TXN023185,CUST0551,2350,19,Ahmedabad,Android,Crypto,No,1,0
TXN023186,CUST0071,1791,17,Kolkata,Android,Shopping,No,5,0
TXN023187,CUST0695,645,14,Mumbai,Android,Electronics,No,1,0
TXN023188,CUST0638,2189,6,Delhi,MacBook,Crypto,No,1,0
TXN023189,CUST0412,1503,12,Lucknow,iPhone,Shopping,No,2,0
TXN023190,CUST0647,5456,15,Pune,Windows,Electronics,No,5,0
TXN023191,CUST0636,3093,19,Mumbai,Android,Shopping,No,1,0
TXN023192,CUST0239,7517,15,Jaipur,MacBook,Gaming,No,5,0
TXN023193,CUST0008,1476,3,Jaipur,Android,Shopping,No,5,0
TXN023194,CUST0360,986,5,Mumbai,iPhone,Fuel,No,4,0
TXN023195,CUST0371,579,0,Pune,iPhone,Travel,No,5,0
TXN023196,CUST0916,2126,14,Pune,iPhone,Travel,No,1,0
TXN023197,CUST0936,3547,19,Mumbai,MacBook,Shopping,No,4,0
TXN023198,CUST0187,9042,11,Pune,MacBook,Travel,No,2,0
TXN023199,CUST0357,11104,22,Delhi,MacBook,Travel,No,4,0
TXN023200,CUST0081,8731,1,Kolkata,Windows,Travel,No,2,0
TXN023201,CUST0065,660,17,Bengaluru,Windows,Electronics,No,5,1
TXN023202,CUST0293,727,13,Mumbai,Windows,Travel,No,3,0
TXN023203,CUST0652,3774,19,Hyderabad,iPhone,Fuel,No,4,0
TXN023204,CUST0343,100,21,Kolkata,MacBook,Fuel,No,3,0
TXN023205,CUST0595,11258,1,Kolkata,Unknown,Restaurant,No,1,0
TXN023206,CUST0589,613,17,Bengaluru,Android,Grocery,No,1,0
TXN023207,CUST0189,1001,16,Pune,Windows,Shopping,No,3,0
TXN023208,CUST0656,9756,3,Kolkata,iPhone,Grocery,No,5,0
TXN023209,CUST0686,966,21,Kolkata,MacBook,Shopping,No,4,0
TXN023210,CUST0650,402,6,Delhi,MacBook,Gaming,No,2,0
TXN023211,CUST0317,20210,21,Lucknow,Windows,,No,3,0
TXN023212,CUST0400,1263,15,Lucknow,Android,Electronics,No,5,0
TXN023213,CUST0164,3103,5,Delhi,iPhone,Fuel,No,3,0
TXN023214,CUST0024,21321,6,Chennai,Android,Shopping,No,5,0
TXN023215,CUST0653,2050,8,Pune,MacBook,Fuel,No,2,0
TXN023216,CUST0478,985,7,Chennai,MacBook,Shopping,No,1,0
TXN023217,CUST0512,1605,16,Lucknow,Android,Restaurant,No,3,0
TXN023218,CUST0546,1468,15,Bengaluru,MacBook,Electronics,No,3,0
TXN023219,CUST0671,8866,16,Pune,iPhone,Shopping,No,4,0
TXN023220,CUST0736,364,10,Bengaluru,iPhone,Electronics,No,5,0
TXN023221,CUST0682,1742,12,Hyderabad,Windows,Fuel,No,4,0
TXN023222,CUST0791,11662,17,Dubai,Windows,Travel,Yes,3,0
TXN023223,CUST0220,2750,13,Bengaluru,Android,Grocery,No,1,0
TXN023224,CUST0625,822,23,Delhi,MacBook,Fuel,No,2,0
TXN023225,CUST0541,614,13,Ahmedabad,Windows,Travel,No,1,0
TXN023226,CUST0758,22099,5,Ahmedabad,Windows,Travel,No,2,0
TXN023227,CUST0684,100,15,Lucknow,iPhone,Electronics,No,5,1
TXN023228,CUST0358,1670,2,Delhi,MacBook,Fuel,No,1,0
TXN023229,CUST0657,506,18,Kolkata,iPhone,Fuel,No,4,0
TXN023230,CUST0226,100,8,Mumbai,MacBook,Fuel,No,4,0
TXN023231,CUST0433,3527,3,Lucknow,iPhone,Restaurant,No,1,0
TXN023232,CUST0271,1099,22,Hyderabad,iPhone,Grocery,No,3,0
TXN023233,CUST0635,7539,23,Pune,iPhone,Travel,No,3,0
TXN023234,CUST0380,11593,9,Jaipur,MacBook,Restaurant,No,2,0
TXN023235,CUST0787,1356,5,Pune,Android,Electronics,No,5,0
TXN023236,CUST0659,626,19,Mumbai,Android,Travel,No,5,0
TXN023237,CUST0095,1422,14,Chennai,Windows,Shopping,No,5,0
TXN023238,CUST0802,2659,15,Ahmedabad,iPhone,Gaming,No,3,0
TXN023239,CUST0140,4157,6,Pune,Android,Fuel,No,5,0
TXN023240,CUST0655,9370,13,Jaipur,iPhone,Fuel,No,3,0
TXN023241,CUST0887,1315,11,Bengaluru,iPhone,Fuel,No,3,0
TXN023242,CUST0081,27633,12,Kolkata,Windows,Travel,No,5,0
TXN023243,CUST0347,672,6,Ahmedabad,iPhone,Electronics,No,3,0
TXN023244,CUST0385,5385,16,Bengaluru,iPhone,Grocery,No,4,0
TXN023245,CUST0475,836,11,Chennai,iPhone,Fuel,No,1,0
TXN023246,CUST0348,2584,14,Kolkata,MacBook,Electronics,No,1,0
TXN023247,CUST0836,932,6,Kolkata,iPhone,Shopping,No,5,0
TXN023248,CUST0143,1138,3,Ahmedabad,Android,Restaurant,No,5,0
TXN023249,CUST0510,1434,2,Lucknow,Android,Shopping,No,1,0
TXN023250,CUST0868,5347,20,Bengaluru,,Grocery,No,5,0
TXN023251,CUST0964,1927,18,Bengaluru,iPhone,Travel,No,4,0
TXN023252,CUST0105,22324,19,Kolkata,iPhone,Gaming,No,3,0
TXN023253,CUST0831,6127,15,Lucknow,MacBook,Grocery,No,3,0
TXN023254,CUST0084,1470,9,Pune,MacBook,,No,4,0
TXN023255,CUST0009,1855,1,Ahmedabad,Windows,Grocery,No,1,0
TXN023256,CUST0012,16200,1,Lucknow,iPhone,Fuel,No,3,0
TXN023257,CUST0253,2005,3,Bengaluru,iPhone,Shopping,No,3,0
TXN023258,CUST0096,5671,1,Jaipur,MacBook,Restaurant,No,5,0
TXN023259,CUST0153,6421,18,Delhi,Android,Shopping,No,3,0
TXN023260,CUST0963,493,21,Chennai,Android,Gaming,No,4,0
TXN023261,CUST0026,2280,23,Bengaluru,Windows,Restaurant,No,2,0
TXN023262,CUST0034,7048,6,Delhi,iPhone,Gaming,No,4,0
TXN023263,CUST0305,20827,4,Pune,Android,Shopping,No,2,0
TXN023264,CUST0578,2147,7,Mumbai,iPhone,Gaming,No,2,0
TXN023265,CUST0901,491,6,Hyderabad,MacBook,,No,3,0
TXN023266,CUST0088,3951,14,Hyderabad,iPhone,Crypto,No,1,0
TXN023267,CUST0324,5025,3,Kolkata,MacBook,Fuel,No,1,0
TXN023268,CUST0149,804,19,Bengaluru,,Travel,No,3,0
TXN023269,CUST0660,2174,18,Chennai,iPhone,Fuel,No,4,0
TXN023270,CUST0038,2076,7,Hyderabad,Android,Fuel,No,3,0
TXN023271,CUST0720,2884,2,Lucknow,iPhone,Gaming,No,4,0
TXN023272,CUST0855,387,12,Hyderabad,Unknown,Electronics,No,5,0
TXN023273,CUST0327,2638,0,Delhi,Android,Fuel,No,3,0
TXN023274,CUST0987,936,8,Jaipur,Windows,,No,4,0
TXN023275,CUST0566,594,14,Mumbai,MacBook,Crypto,No,4,0
TXN023276,CUST0327,5196,22,Delhi,Android,Restaurant,No,2,0
TXN023277,CUST0129,3691,16,Pune,Windows,Fuel,No,3,0
TXN023278,CUST0456,18035,21,Kolkata,iPhone,Restaurant,No,4,0
TXN023279,CUST0255,3297,9,Ahmedabad,Windows,Gaming,No,5,0
TXN023280,CUST0269,3991,22,Jaipur,Android,Grocery,No,5,0
TXN023281,CUST0844,100,10,Jaipur,iPhone,Gaming,No,3,0
TXN023282,CUST0379,866,10,Moscow,Android,Gaming,Yes,3,0
TXN023283,CUST0172,17009,14,Hyderabad,MacBook,Travel,No,5,0
TXN023284,CUST0891,771,0,Pune,iPhone,Fuel,No,5,0
TXN023285,CUST0108,5966,11,Bengaluru,MacBook,Fuel,No,3,0
TXN023286,CUST0286,21707,22,Bengaluru,MacBook,Fuel,No,3,0
TXN023287,CUST0736,133,0,Bengaluru,iPhone,Travel,No,4,0
TXN023288,CUST0232,1073,17,Pune,Windows,Travel,No,4,0
TXN023289,CUST0979,1417,3,Hyderabad,Windows,Crypto,No,5,0
TXN023290,CUST0350,916,21,Lucknow,Windows,Restaurant,No,2,0
TXN023291,CUST0591,7324,5,Lucknow,Android,Travel,No,2,0
TXN023292,CUST0481,23398,13,Ahmedabad,Android,Crypto,No,5,0
TXN023293,CUST0204,5000,18,Kolkata,iPhone,Travel,No,1,0
TXN023294,CUST0312,1954,22,Lucknow,MacBook,Travel,No,5,0
TXN023295,CUST0188,3594,7,Mumbai,Windows,Crypto,No,3,0
TXN023296,CUST0345,424,13,Pune,Android,,No,3,0
TXN023297,CUST0885,12134,20,Ahmedabad,,Restaurant,No,2,0
TXN023298,CUST0039,1351,2,Kolkata,MacBook,,No,2,0
TXN023299,CUST0445,461,13,Jaipur,MacBook,Electronics,No,5,0
TXN023300,CUST0050,2433,12,Mumbai,Android,Electronics,No,5,0
TXN023301,CUST0673,4395,1,Chennai,Windows,Crypto,No,4,0
TXN023302,CUST0230,515,7,Lucknow,Windows,Grocery,No,1,0
TXN023303,CUST0613,9168,22,Ahmedabad,MacBook,Shopping,No,5,0
TXN023304,CUST0104,3370,22,Chennai,Android,Restaurant,No,3,0
TXN023305,CUST0394,11948,20,Mumbai,Android,Travel,No,1,0
TXN023306,CUST0532,820,7,Chennai,Android,Shopping,No,2,0
TXN023307,CUST0910,974,8,Chennai,iPhone,Crypto,No,4,0
TXN023308,CUST0979,2405,5,Hyderabad,Windows,Crypto,No,4,0
TXN023309,CUST0321,2780,12,Bengaluru,iPhone,Gaming,No,4,0
TXN023310,CUST0049,100,20,Chennai,iPhone,Shopping,No,3,0
TXN023311,CUST0263,3250,17,Chennai,Windows,Gaming,No,4,1
TXN023312,CUST0669,1270,19,Jaipur,Windows,Travel,No,3,0
TXN023313,CUST0566,888,14,Mumbai,MacBook,Crypto,No,3,0
TXN023314,CUST0287,463,1,Delhi,Windows,Grocery,No,5,0
TXN023315,CUST0317,21280,9,Hyderabad,Windows,Shopping,No,2,0
TXN023316,CUST0058,743,20,Ahmedabad,Android,Travel,No,4,0
TXN023317,CUST0397,3001,1,Ahmedabad,iPhone,Crypto,No,5,0
TXN023318,CUST0106,4686,19,Delhi,MacBook,Electronics,No,4,0
TXN023319,CUST0428,1320,15,Lucknow,iPhone,Gaming,No,4,0
TXN023320,CUST0246,355,5,Kolkata,MacBook,Fuel,No,3,0
TXN023321,CUST0466,7006,1,Hyderabad,Windows,Gaming,No,1,0
TXN023322,CUST0445,1052,7,Jaipur,MacBook,Restaurant,No,3,0
TXN023323,CUST0317,26384,22,Hyderabad,Windows,Shopping,No,4,0
TXN023324,CUST0005,6159,8,Delhi,iPhone,Shopping,No,2,0
TXN023325,CUST0939,2032,14,Delhi,iPhone,,No,2,0
TXN023326,CUST0921,6619,8,Delhi,Android,Restaurant,No,4,0
